Country,Year,Energy,Industrial_Processes_and_Product_Use,Agriculture,LULUCF,Waste_management,Other_Sector,Total (with LULUCF),ind_CO2 - Indirect CO2
EU (KP),1991-01-01,2106877.9393375,94475.58802111112,135040.65568999999,-142239.1592075,64771.300807499996,0.0,1057344.099515556,4006.8284700000004
EU (KP),1992-01-01,2042283.0731125001,90636.08955555556,128714.01948999999,-126513.63007,65336.309367500005,0.0,1029178.0087411111,3799.09253
EU (KP),1993-01-01,2002825.8603425,89379.27174444444,125448.02248750001,-127051.8064925,65555.941565,0.0,1008770.5027633334,3704.5037799999996
EU (KP),1994-01-01,1981921.3827275,95130.93608333332,123882.19185999999,-132270.4896425,65377.39542000001,0.0,1002114.1814077776,3603.64324
EU (KP),1995-01-01,1998419.5009475,98569.94437444446,124280.934415,-143481.2692275,65547.43933000001,0.0,1008135.0644388888,3509.82935
EU (KP),1996-01-01,2054029.8076174997,98458.22521666667,124757.47276000002,-157482.7769525,65394.840527500004,0.0,1026638.4347644444,3412.25506
EU (KP),1997-01-01,2007272.4961574997,100194.29727666666,123950.4382125,-156263.9879025,64509.32117000001,0.0,1007358.7931166666,3303.69601
EU (KP),1998-01-01,2003890.4200775002,97507.11938888888,123371.08996,-163870.70325,63526.202854999996,0.0,999074.5051066665,3219.21643
EU (KP),1999-01-01,1974186.3757075001,90904.44967777777,122881.78955999999,-168011.05704,62057.188637499996,0.0,976513.6333933332,3012.73299
EU (KP),2000-01-01,1972962.7789724998,93434.14043888889,121396.40096750001,-158882.527955,61244.3711375,0.0,981500.4748255557,2856.4585
EU (KP),2001-01-01,2010691.4761575,90084.89785333333,119869.6269275,-167146.23006,60199.809387500005,0.0,990079.4676233333,2746.1991399999997
EU (KP),2002-01-01,2002933.8489950001,90097.79607555555,117923.29164999998,-158930.16123749997,59225.4044725,0.0,988968.8598744445,2615.01934
EU (KP),2003-01-01,2044998.4592225,93316.05080888892,117011.76957499998,-148841.86219749998,57792.2198925,0.0,1014315.78379,2577.62542
EU (KP),2004-01-01,2043332.5076925,96840.26285666664,117296.57565,-163556.48243,55497.76359,0.0,1009644.3606155557,2477.71092
EU (KP),2005-01-01,2033215.1860725,97078.22627111111,115499.0700975,-161557.817145,53741.3796925,0.0,1004698.1730266666,2494.12296
EU (KP),2006-01-01,2033840.0104299998,97819.00070666666,114368.12619000001,-172886.239135,52092.946027499995,0.0,999443.909418889,2482.40217
EU (KP),2007-01-01,2006982.4233775004,100366.15675333334,115125.93587999999,-155519.5438825,50356.84660999999,0.0,997321.6534788888,2408.41129
EU (KP),2008-01-01,1966544.197005,96197.73002333334,114400.7198175,-170514.462545,48276.454085,0.0,967247.3844311109,2309.62811
EU (KP),2009-01-01,1826457.4911250002,80504.54949888888,112747.7308675,-170207.30693000002,46703.6371775,0.0,887962.3727377779,2157.10009
EU (KP),2010-01-01,1875566.7327000003,85631.65922777778,111504.21047749999,-168620.80126500002,44771.004839999994,0.0,914219.5909166666,2203.39909
EU (KP),2011-01-01,1801197.2045975,85181.0355788889,111715.7385275,-166139.688205,43223.978345,0.0,881199.2275855555,2087.3975
EU (KP),2012-01-01,1779413.4475025001,82568.73539333334,111205.54563,-167494.25400249998,42142.297735,0.0,867578.2941133331,2008.9405199999999
EU (KP),2013-01-01,1734076.652035,82354.81920444443,112148.703695,-167944.72922749998,40474.629230000006,0.0,846659.3233411111,1859.75715
EU (KP),2014-01-01,1643089.80322,83787.71322222223,114197.41795749999,-157355.78831000003,38982.1464325,0.0,812593.0852633334,1797.01558
EU (KP),2015-01-01,1662855.7244275,82812.09801111111,114602.10456999998,-152893.9705675,38257.179605000005,0.0,822241.0745833333,1788.3185
EU (KP),2016-01-01,1652962.2479374998,82172.04245777777,114796.658375,-149752.8731175,37440.929332499996,0.0,818312.7384833335,1739.2070600000002
EU (KP),2017-01-01,1655898.5707675002,83491.35050111111,115629.3890425,-132929.71614499998,37174.274935,0.0,828663.1068355556,1727.86631
EU (KP),2018-01-01,1615067.570235,81826.21564555555,114250.38335,-137926.8922875,36654.617647499996,0.0,805760.2475155558,1611.78552
EU-27 (2020),1990-01-01,1822639.733625,89370.45431111113,130489.74558499998,-132333.460015,46089.732267499996,0.0,920032.8714911111,4209.37437
EU-27 (2020),1991-01-01,1803549.0322150001,82568.39811333333,121989.18037749999,-145182.2126475,46854.0370575,0.0,895552.1542199999,4006.8284700000004
EU-27 (2020),1992-01-01,1746711.58179,79278.28743555557,115855.7257425,-129064.43539,47356.391890000006,0.0,871615.5364566665,3799.09253
EU-27 (2020),1993-01-01,1714496.7498024998,78357.15305111112,112952.5102375,-129352.55385,47453.068960000004,0.0,854980.2761799999,3704.5037799999996
EU-27 (2020),1994-01-01,1698573.3977650001,83385.07436,111043.61616500001,-134416.2557,47238.4025775,0.0,849714.3998811111,3603.64324
EU-27 (2020),1995-01-01,1719194.8221600002,86521.9114922222,111502.23529750001,-145584.986165,47149.40913,0.0,857195.8648699999,3509.82935
EU-27 (2020),1996-01-01,1764927.8257350002,85941.24936111111,111800.99799999999,-159193.50093499996,46901.389215,0.0,870893.6224899999,3412.25506
EU-27 (2020),1997-01-01,1730238.724135,87398.0833611111,111352.98375,-157705.36379750003,46242.261300000006,0.0,857078.2848677778,3303.69601
EU-27 (2020),1998-01-01,1724809.37815,85453.1049911111,110610.691405,-164989.172125,45523.33531999999,0.0,848814.8120888888,3219.21643
EU-27 (2020),1999-01-01,1699264.6660925,81766.47361000002,110074.06848,-169356.8965925,44767.73934500001,0.0,831213.5597511112,3012.73299
EU-27 (2020),2000-01-01,1694473.198085,84790.09341777778,109249.9112975,-160089.69185,44549.26694749999,0.0,835728.2772988888,2856.4585
EU-27 (2020),2001-01-01,1727307.46984,81782.76183777775,108403.13137499998,-168026.24218,44050.52014249999,0.0,843164.0857277778,2746.1991399999997
EU-27 (2020),2002-01-01,1727439.5895425,82004.5023988889,106492.253485,-159373.1664575,43394.953812499996,0.0,846120.5646433333,2615.01934
EU-27 (2020),2003-01-01,1765228.2477274998,84697.37466888891,105181.95239499999,-149141.059095,42949.8618925,0.0,869367.5149511113,2577.62542
EU-27 (2020),2004-01-01,1763613.1296225002,88062.7822622222,105405.84235250001,-163475.03894000003,41772.3348,0.0,865198.3926133332,2477.71092
EU-27 (2020),2005-01-01,1755025.6415500003,88413.54422444446,103751.5120675,-161293.91283249998,40724.19662750001,0.0,861504.43262,2494.12296
EU-27 (2020),2006-01-01,1756522.7548475,89149.57022222222,102879.63236,-172373.9743425,39942.539880000004,0.0,857243.8608155556,2482.40217
EU-27 (2020),2007-01-01,1734743.3553324998,91192.68446777778,103757.752625,-154907.68464249998,38982.4326675,0.0,857317.1563022223,2408.41129
EU-27 (2020),2008-01-01,1700765.678245,87280.72484222223,103292.37849500001,-169581.16930250003,38077.930425,0.0,831151.6723633332,2309.62811
EU-27 (2020),2009-01-01,1583134.0399949998,72968.54361,101744.02825749999,-169248.931455,37565.262372499994,0.0,763756.5210388891,2157.10009
EU-27 (2020),2010-01-01,1624188.8499500002,77497.81370333333,100479.442085,-167493.609565,36826.8171275,0.0,786432.5688766665,2203.39909
EU-27 (2020),2011-01-01,1570629.5341225,77743.15446444445,100639.83693,-164741.03943499998,35828.8794425,0.0,763699.1143777779,2087.3975
EU-27 (2020),2012-01-01,1539805.054755,75017.8194311111,100275.2661875,-166193.453805,35141.12446,0.0,746143.3580300001,2008.9405199999999
EU-27 (2020),2013-01-01,1500535.6607475,74326.07619222223,101323.32878749998,-166559.0503375,34222.066179999994,0.0,727860.2468366666,1859.75715
EU-27 (2020),2014-01-01,1429047.30234,75823.83360888889,102924.3417275,-155947.37239499998,33282.113750000004,0.0,702581.5639244444,1797.01558
EU-27 (2020),2015-01-01,1456813.2520599999,74949.97638555555,103546.015655,-151345.3545275,32683.6809025,0.0,716101.8667566668,1788.3185
EU-27 (2020),2016-01-01,1457814.1188800002,74957.57311111112,103728.1318925,-148235.97206250002,32027.215272499998,0.0,717714.5053355558,1739.2070600000002
EU-27 (2020),2017-01-01,1466441.977305,76362.83719888887,104469.21567999998,-131274.9938925,31675.198292499997,0.0,730662.9841044445,1727.86631
EU-27 (2020),2018-01-01,1429154.5781450002,75149.05214444446,103211.88448249998,-136174.76460249998,31088.936524999997,0.0,709854.1753933333,1611.78552
EU-27+UK,1990-01-01,101.01064000000001,12070.007875000003,756.02195,51.13135,31.565479999999997,0.0,12226.629445,0.0
EU-27+UK,1991-01-01,100.52489,11678.323543333332,711.1124,51.80514,31.029970000000002,0.0,11827.402276666666,0.0
EU-27+UK,1992-01-01,100.26706999999999,11502.368693333332,673.40332,51.41536,30.7475,0.0,11645.007566666667,0.0
EU-27+UK,1993-01-01,101.03191,11958.955558333333,657.0033400000001,51.6798,30.41885,0.0,12098.977873333331,0.0
EU-27+UK,1994-01-01,102.72491,12887.830028333332,649.24107,53.048840000000006,30.491529999999997,0.0,13027.081086666667,0.0
EU-27+UK,1995-01-01,107.47043000000001,13841.987648333334,654.08283,51.69534,30.419659999999997,0.0,13982.599025000001,0.0
EU-27+UK,1996-01-01,111.90968000000001,14712.935536666666,658.9019,51.29031,30.91811,0.0,14855.105536666668,0.0
EU-27+UK,1997-01-01,113.94471000000001,15576.763411666665,662.32033,50.99394,31.0762,0.0,15719.819273333333,0.0
EU-27+UK,1998-01-01,115.76038,15577.738631666667,5685.499815,51.698409999999996,1883.165545,0.0,567833.4825842858,0.0
EU-27+UK,1999-01-01,1926321.4594800002,53510.470114285716,5649.680705,-177339.08406,1740.57163,0.0,555761.6113271428,3012.73299
EU-27+UK,2000-01-01,1929699.0023800002,54978.32452714286,5416.356400000001,-168547.437755,1720.98518,0.0,560611.7918,2856.4585
EU-27+UK,2001-01-01,1968498.0311750001,52863.09113285714,5202.905575,-176450.417205,1743.09461,0.0,567253.5807671428,2746.1991399999997
EU-27+UK,2002-01-01,1961704.68881,53376.002392857146,5234.60545,-168115.14830000003,1870.965345,0.0,568233.8940999999,2615.01934
EU-27+UK,2003-01-01,2004064.9438649998,55374.843911428565,5490.205805,-158476.50765500002,2030.27921,0.0,585202.7678914287,2577.62542
EU-27+UK,2004-01-01,2004135.478435,57514.97005428572,5440.88323,-172752.93699000002,1874.7683499999998,0.0,583211.2696242857,2477.71092
EU-27+UK,2005-01-01,1994746.828745,57849.66757571429,5274.515214999999,-170954.284615,1935.6916050000002,0.0,581349.6139857143,2494.12296
EU-27+UK,2006-01-01,1996567.6615,58884.855702857145,5077.3534899999995,-182058.92211,1911.1941399999998,0.0,579667.2808771429,2482.40217
EU-27+UK,2007-01-01,1970502.0011500001,60518.82643142856,5150.29411,-165190.00893,1914.7045950000002,0.0,578684.8825928572,2408.41129
EU-27+UK,2008-01-01,1930221.13687,58536.931061428564,5098.686755,-179642.59897,1885.759805,0.0,561027.7306371428,2309.62811
EU-27+UK,2009-01-01,1791985.0172799998,49132.20934285714,5106.165395,-179425.70498999997,1822.561575,0.0,512151.2348614285,2157.10009
EU-27+UK,2010-01-01,1840860.3859249998,53164.12601428571,4941.97199,-177789.464345,1853.1045150000002,0.0,530583.4681957143,2203.39909
EU-27+UK,2011-01-01,1767495.134845,53237.841908571434,5144.01195,-175296.38596,1760.625425,0.0,510422.72333999997,2087.3975
EU-27+UK,2012-01-01,1745444.45945,51675.47343714286,5118.20469,-176932.822705,1775.1568399999999,0.0,502078.17873,2008.9405199999999
EU-27+UK,2013-01-01,1701098.096085,51695.90051571429,5306.236975000001,-176922.25835,1703.863045,0.0,489443.2766100001,1859.75715
EU-27+UK,2014-01-01,1611444.483435,52630.0033157143,5556.940675,-166281.196555,1714.331495,0.0,467868.0224142857,1797.01558
EU-27+UK,2015-01-01,1631041.505015,52011.60307285714,5479.98714,-161894.202665,1561.23406,0.0,474035.2267328572,1788.3185
EU-27+UK,2016-01-01,1621879.25684,51661.11143999999,5658.900874999999,-159084.92962,1597.97876,0.0,471924.2001228571,1739.2070600000002
EU-27+UK,2017-01-01,1624570.48987,52467.418015714284,5524.408915,-142680.97671500003,1689.6905,0.0,478172.43107999995,1727.86631
EU-27+UK,2018-01-01,1584581.666565,51464.567728571434,5588.54794,-146961.480445,1571.30609,0.0,464489.1199871428,1611.78552
EU-27+UK,1990-01-01,2825003.01641,280279.72130333335,190858.42001666667,-177303.7131866667,84972.45869333333,0.0,3206616.15282,4209.37437
EU-27+UK,1991-01-01,2806542.567696667,259528.24366,179436.12072666665,-194805.96981666665,86201.05024666667,0.0,3139573.2314933334,4006.8284700000004
EU-27+UK,1992-01-01,2720274.56993,248512.90208,171020.37507666668,-173819.85683666667,86948.90380333333,0.0,3055469.622406667,3799.09253
EU-27+UK,1993-01-01,2667588.988626667,243857.6190333333,166674.1587,-174535.78468,87236.37608999999,0.0,2993291.0269566667,3704.5037799999996
EU-27+UK,1994-01-01,2639743.000373333,259276.30000333334,164583.85639,-181468.84004,86995.73537666668,0.0,2971532.48093,3603.64324
EU-27+UK,1995-01-01,2661637.45201,267660.1559966667,165121.23017666666,-196406.67819333333,87217.48178666666,0.0,2987569.5280133337,3509.82935
EU-27+UK,1996-01-01,2735661.8214066667,265600.5065633333,165757.16804333337,-215068.9682133333,87008.35548666668,0.0,3041233.719993333,3412.25506
EU-27+UK,1997-01-01,2673208.7728566662,268991.35593,164678.88110333335,-213439.08051,85824.21596333334,0.0,2981466.60935,3303.69601
EU-27+UK,1998-01-01,2668576.5731400005,260823.4637333333,240495.40008,-223579.39660666665,124905.59473499999,0.0,2494319.5932549997,3219.21643
EU-27+UK,1999-01-01,2017287.42916,220813.76082,239549.70480999997,-166289.691735,122105.33211999999,0.0,2434972.901665,3012.73299
EU-27+UK,2000-01-01,2011561.9079199997,227000.1449,236829.798265,-156833.15525500002,120492.35317999999,0.0,2440479.2782500004,2856.4585
EU-27+UK,2001-01-01,2048551.94348,219329.152605,233995.99904999998,-165465.01018500002,118375.60177000001,0.0,2456160.7863,2746.1991399999997
EU-27+UK,2002-01-01,2039659.701175,217591.37423500002,230088.39066,-157382.37154000002,116292.28928,0.0,2447556.8934850004,2615.01934
EU-27+UK,2003-01-01,2081524.3024849999,225086.57935,228036.24163500004,-146835.027325,113268.295465,0.0,2502369.20432,2577.62542
EU-27+UK,2004-01-01,2077990.156305,233445.314865,228659.82285000003,-161992.44268,108830.094675,0.0,2488171.801475,2477.71092
EU-27+UK,2005-01-01,2067087.18921,233365.111305,225232.3935,-159798.70534,105264.983705,0.0,2472398.033855,2494.12296
EU-27+UK,2006-01-01,2066389.4261100001,232593.593755,223144.99320000003,-171420.79543,101971.15375,0.0,2453919.57247,2482.40217
EU-27+UK,2007-01-01,2038433.98792,238198.68684,224574.07213000002,-153840.66006999998,98484.856935,0.0,2447055.1494,2408.41129
EU-27+UK,2008-01-01,1998135.29488,225839.24107000002,223175.67257999998,-169259.67148999998,94358.25625500001,0.0,2373403.6073549995,2309.62811
EU-27+UK,2009-01-01,1856431.0116050001,188338.091705,219878.092425,-168829.91652500004,91281.629575,0.0,2188177.458835,2157.10009
EU-27+UK,2010-01-01,1905899.510435,197259.66587,217567.722715,-167264.191455,87392.675495,0.0,2241957.0826049997,2203.39909
EU-27+UK,2011-01-01,1830629.15885,195060.9672,217790.15702,-164768.71282000002,84404.88871500001,0.0,2164160.157715,2087.3975
EU-27+UK,2012-01-01,1809120.2538649999,188693.56782000003,216799.24081000002,-165834.65493500003,82242.71489,0.0,2132025.59272,2008.9405199999999
EU-27+UK,2013-01-01,1762789.363455,187616.59730999998,218500.11739499998,-166727.596595,78975.23505,0.0,2082083.5952,1859.75715
EU-27+UK,2014-01-01,1670444.88533,190810.63668,222320.44511499998,-156049.94587,75987.95171000001,0.0,2004412.4807550001,1797.01558
EU-27+UK,2015-01-01,1690427.8580099999,188519.153445,223217.19025,-151501.536835,74694.33847,0.0,2026251.16259,1788.3185
EU-27+UK,2016-01-01,1679938.5905999998,186884.75773,223423.72876,-147981.42760999998,73034.376745,0.0,2016169.62975,1739.2070600000002
EU-27+UK,2017-01-01,1682989.201195,189967.34267500002,225221.60309499997,-130679.488525,72410.43737500001,0.0,2040773.0289699999,1727.86631
EU-27+UK,2018-01-01,1641213.80091,185984.40998,222418.19406,-136371.182465,71483.322815,0.0,1985534.4380649999,1611.78552
Estonia,1990-01-01,36237.59609,963.28615,2706.4958899999997,-1626.3188400000001,369.93047,0.0,38650.989760000004,0.0
Estonia,1991-01-01,33220.55732,965.7472300000001,2587.03435,-1502.11625,382.78413,0.0,35654.00679,0.0
Estonia,1992-01-01,24008.005530000002,573.67862,2182.0095,-995.7747099999999,394.20751,0.0,26162.12645,0.0
Estonia,1993-01-01,18741.47915,352.71308,1700.03512,-2003.95971,411.91098,0.0,19202.17861,0.0
Estonia,1994-01-01,19342.82766,598.9150599999999,1548.62084,-1495.2103,410.40272000000004,0.0,20405.55599,0.0
Estonia,1995-01-01,17693.81572,634.22697,1383.08553,-1814.8285600000002,397.9717,0.0,18294.27135,0.0
Estonia,1996-01-01,18430.69904,650.04027,1280.8803599999999,-1887.6432899999998,435.63639000000006,0.0,18909.61278,0.0
Estonia,1997-01-01,17940.74312,700.98708,1290.78935,-2149.24328,491.47197,0.0,18274.74824,0.0
Estonia,1998-01-01,16340.9584,754.13718,1312.77921,-2865.37705,508.51318,0.0,16051.01093,0.0
Estonia,1999-01-01,15239.31054,689.47464,1141.1083800000001,-2278.82499,515.43852,0.0,15306.507090000001,0.0
Estonia,2000-01-01,14848.09426,694.88283,1141.11709,-3204.83434,562.45133,0.0,14041.711159999999,0.0
Estonia,2001-01-01,15166.094630000001,730.08294,1152.82678,-3469.3832,570.0296400000001,0.0,14149.65079,0.0
Estonia,2002-01-01,14865.15344,552.29345,1092.5345,-3001.02137,557.9431599999999,0.0,14066.90317,0.0
Estonia,2003-01-01,16679.45981,600.15688,1145.77922,-4912.49548,546.46371,0.0,14059.364130000002,0.0
Estonia,2004-01-01,16836.82961,740.7221900000001,1187.96949,-3588.85828,540.17943,0.0,15716.84244,0.0
Estonia,2005-01-01,16576.279319999998,726.6870299999999,1194.08219,-556.6634799999999,515.1876900000001,0.0,18455.57275,0.0
Estonia,2006-01-01,15837.6627,765.1002599999999,1193.27517,-1633.22258,499.7671,0.0,16662.58265,0.0
Estonia,2007-01-01,19319.08599,958.38419,1251.2049,-1668.42445,494.42832000000004,0.0,20354.67894,0.0
Estonia,2008-01-01,17119.090790000002,965.8380199999999,1309.1154,-2028.98085,478.6216,0.0,17843.68497,0.0
Estonia,2009-01-01,14290.1396,476.58745,1252.27612,-2798.80019,500.59309,0.0,13720.796069999999,0.0
Estonia,2010-01-01,18708.37756,537.96505,1278.4044199999998,-3739.4980600000004,494.30907,0.0,17279.55803,0.0
Estonia,2011-01-01,18646.21361,661.66819,1293.84453,-4091.0671,456.5649,0.0,16967.224130000002,0.0
Estonia,2012-01-01,17243.93712,906.9378,1374.66075,-3636.25515,441.41032,0.0,16330.690830000001,0.0
Estonia,2013-01-01,19035.49962,998.1194199999999,1406.7078,-3207.47628,407.71723,0.0,18640.56778,0.0
Estonia,2014-01-01,18536.34579,710.53844,1446.11529,-1558.03098,363.79532,0.0,19498.76387,0.0
Estonia,2015-01-01,15791.74719,515.0702200000001,1446.23747,-2216.0237399999996,356.68919,0.0,15893.72034,0.0
Estonia,2016-01-01,17394.65633,503.32058,1402.04025,-2439.2797600000004,340.40488999999997,0.0,17201.14229,0.0
Estonia,2017-01-01,0.0,638.7871299999999,1443.20626,-1834.62608,328.69552000000004,0.0,0.0,0.0
Estonia,1990-01-01,11980.640423333332,119.73194875,24.308306666666667,-647.2553966666667,5.1721,0.0,4380.8064875,0.0
Estonia,1991-01-01,10978.38845,119.9966225,22.78764333333333,-605.8334733333332,5.344096666666666,0.0,4020.2541412500004,0.0
Estonia,1992-01-01,7939.44213,71.15295124999999,17.023856666666667,-438.04628666666673,5.562496666666665,0.0,2892.6462775,0.0
Estonia,1993-01-01,6194.277286666666,43.513697500000006,13.467826666666667,-773.6121499999999,5.76361,0.0,2083.47491125,0.0
Estonia,1994-01-01,6388.506796666666,74.23325750000001,12.598136666666667,-604.06054,5.877390000000001,0.0,2250.3289275,0.0
Estonia,1995-01-01,5817.196919999999,78.61012125,11.809733333333334,-710.5917533333333,5.83674,0.0,2000.2044862500004,0.0
Estonia,1996-01-01,6051.583516666667,80.5496575,11.054893333333334,-735.2220533333334,6.183833333333332,0.0,2080.6497287499997,0.0
Estonia,1997-01-01,5888.664993333333,86.88088499999999,11.678249999999998,-822.8790599999999,6.997066666666668,0.0,1993.5538525,0.0
Estonia,1998-01-01,5367.7996,93.4875225,17.77568,-1061.1480566666667,7.260806666666666,0.0,1717.8705337500003,0.0
Estonia,1999-01-01,5004.85902,85.330455,16.80323,-866.1665333333334,7.40026,0.0,1646.4164475,0.0
Estonia,2000-01-01,4874.190703333334,85.93222875,14.556646666666667,-1175.1885633333331,8.019066666666667,0.0,1481.5239237500002,0.0
Estonia,2001-01-01,4978.44804,90.44920499999999,15.342823333333333,-1263.2407333333333,7.93256,0.0,1492.3802149999997,0.0
Estonia,2002-01-01,4876.448276666667,68.3114075,14.259586666666669,-1108.3860233333332,7.810970000000001,0.0,1489.61121,0.0
Estonia,2003-01-01,5478.665853333333,74.29309375000001,13.842110000000003,-1745.0752433333334,7.707046666666667,0.0,1482.470505,0.0
Estonia,2004-01-01,5527.329463333334,91.85031500000001,11.76672,-1304.3969166666668,7.250376666666665,0.0,1682.58143375,0.0
Estonia,2005-01-01,5444.453549999999,90.09792624999999,11.333680000000001,-294.03001333333333,6.883663333333335,0.0,2028.3382587499996,0.0
Estonia,2006-01-01,5201.24386,94.99745999999999,10.749063333333332,-655.87984,6.43,0.0,1805.9511175,0.0
Estonia,2007-01-01,6352.320726666668,119.23964875,10.615580000000001,-666.2306766666667,6.252736666666667,0.0,2257.8490400000005,0.0
Estonia,2008-01-01,5619.904856666667,120.14375749999999,10.523193333333332,-787.56019,6.18316,0.0,1938.53788875,0.0
Estonia,2009-01-01,4676.825043333333,59.04174999999999,9.155353333333332,-1044.7020466666668,6.41205,0.0,1426.9256512499999,0.0
Estonia,2010-01-01,6142.09591,66.67035249999999,12.045583333333335,-1358.8928133333336,6.30446,0.0,1867.2527825,0.0
Estonia,2011-01-01,6128.464820000001,82.1214275,10.36311,-1476.54481,5.8451933333333335,0.0,1832.66954875,0.0
Estonia,2012-01-01,5658.907703333333,112.84487,11.804966666666667,-1325.4529599999998,5.650873333333333,0.0,1744.43633875,0.0
Estonia,2013-01-01,6255.703606666667,124.27588625,12.114416666666665,-1182.95712,5.208753333333332,0.0,2033.0520049999998,0.0
Estonia,2014-01-01,6088.678736666666,88.42466999999999,13.026706666666668,-633.5639433333333,4.648056666666666,0.0,2140.720755,0.0
Estonia,2015-01-01,5174.531343333333,63.98903375,12.89694666666667,-853.4283566666667,4.543826666666667,0.0,1690.9429425,0.0
Estonia,2016-01-01,5702.577959999999,62.52663125,14.303846666666667,-928.2367166666667,4.309046666666666,0.0,1859.884435,0.0
Estonia,2017-01-01,9184.245882500001,79.49409625,15.287076666666666,-726.66491,4.16486,0.0,3980.8178022222223,0.0
Estonia,2018-01-01,8724.614055,138.68737333333334,371.67207,-1082.167015,83.27765000000001,0.0,3737.530378888889,0.0
Finland,1990-01-01,26540.33958,1014.8334266666667,2067.8127275,-8281.9283,1213.1132300000002,0.0,10624.718605555558,165.80883
Finland,1991-01-01,25862.7155275,948.3284244444444,1889.0537575,-14484.6317875,1227.37257,0.0,7424.823332222222,155.20695
Finland,1992-01-01,25545.35711,898.3999344444445,1715.394485,-11429.5560025,1230.6564125,0.0,8514.588483333333,149.14446999999998
Finland,1993-01-01,26513.17536,898.9131211111112,1830.576695,-11500.384439999998,1229.243835,0.0,8962.913277777778,142.77781000000002
Finland,1994-01-01,29144.403427500005,952.1150877777776,1841.1937274999998,-8165.551605,1212.6313599999999,0.0,11664.904311111111,142.19768
Finland,1995-01-01,27415.80432,961.1811822222221,1804.220345,-7911.185762500001,1194.05356,0.0,10992.006443333334,132.92874
Finland,1996-01-01,30279.513444999997,1015.6076166666664,1843.3179525,-11565.981817499998,1166.7219275,0.0,10696.931661111113,118.81518999999999
Finland,1997-01-01,29488.5949425,1084.9345288888887,1871.5015274999998,-9530.0631125,1133.76408,0.0,11317.221570000002,117.69681000000001
Finland,1998-01-01,27828.947707500003,1099.972628888889,1809.2185775,-8646.61375,1082.3154324999998,0.0,10936.02916111111,114.51847
Finland,1999-01-01,27531.700472499997,1138.7381466666666,1795.2267725,-9784.1823225,1055.8130875,0.0,10318.100441111112,110.01431000000001
Finland,2000-01-01,26641.584369999997,1178.8544888888891,1767.070545,-10307.85455,991.4842424999999,0.0,9688.255767777779,107.73653
Finland,2001-01-01,29340.636332500002,1201.8784577777776,1781.04458,-11240.2962175,950.0207800000002,0.0,10484.14667111111,107.39601
Finland,2002-01-01,30637.773525,1206.0877166666667,1800.7006625,-11767.0141675,884.1391125,0.0,10807.923004444447,97.06053
Finland,2003-01-01,34427.1660825,1275.856912222222,1734.32851,-12004.654377500001,832.0153175,0.0,12403.655435555558,97.38229
Finland,2004-01-01,32499.3141925,1345.3053044444443,1722.1751625000002,-12579.848944999998,791.85713,0.0,11337.683964444444,98.7089
Finland,2005-01-01,26630.1014375,1324.2250166666665,1736.892165,-13035.99018,730.0247774999999,0.0,8481.897411111111,87.46937
Finland,2006-01-01,32169.566317500005,1397.2108966666665,1732.4451474999998,-16083.4705675,749.5677450000001,0.0,9669.321305555555,88.27955
Finland,2007-01-01,31177.6455225,1493.98676,1716.0886375,-12084.096475,722.97946,0.0,11083.585976666667,87.96219
Finland,2008-01-01,27019.038207499998,1537.3157811111112,1757.6717174999999,-11434.845664999999,691.717155,0.0,9569.780964444446,78.93049
Finland,2009-01-01,26105.8688725,1254.0968155555556,1757.57159,-17702.462285,664.7756075000001,0.0,6080.907691111112,69.14137
Finland,2010-01-01,29878.9131675,1346.855832222222,1767.0893724999999,-11990.7995975,665.1989149999999,0.0,10393.52417111111,69.20381
Finland,2011-01-01,26184.77976,1339.5702444444446,1701.360825,-12110.611130000001,642.3190525,0.0,8650.981045555556,65.65159
Finland,2012-01-01,23564.716844999995,1302.311817777778,1695.2724875,-13455.5722925,627.398245,0.0,6841.266984444444,61.667680000000004
Finland,2013-01-01,23853.7871125,1273.3329244444442,1745.7566275000001,-10240.381725,595.2210974999999,0.0,8377.42645,59.65464
Finland,2014-01-01,21943.1539875,1221.4331666666667,1738.2841875000001,-11379.220659999999,560.4495,0.0,6950.549881111111,55.69118
Finland,2015-01-01,20100.6477125,1256.0086733333333,1720.6621725,-10130.091545,543.0011875,0.0,6705.560751111111,54.54529
Finland,2016-01-01,21479.505507499995,1306.8966955555557,1767.2849175000001,-9061.384485,507.38437250000004,0.0,7849.203519999999,54.80008
Finland,2017-01-01,20294.327417499997,1266.2556055555553,1737.0617525,-9278.44241,481.77284749999995,0.0,7160.119174444444,52.94684
Finland,2018-01-01,20846.92973,1271.2883966666666,1722.0791050000003,-5821.9073675,472.07978999999995,0.0,8935.855975555556,52.19158
France,1990-01-01,186786.7561575,12297.43485111111,21474.450535000004,-12018.77053,5056.995,0.0,101763.84870333334,0.0
France,1991-01-01,200002.98822,12306.676884444447,21351.520117499997,-12282.105277499999,5229.6336975,0.0,107552.02655666666,0.0
France,1992-01-01,195569.7396975,11782.70214888889,20943.248235,-11167.856875000001,5447.114165,0.0,105468.14446777778,0.0
France,1993-01-01,185557.6120825,11253.269842222222,20732.08298,-12584.099559999999,5646.2629625,0.0,99854.09582444446,0.0
France,1994-01-01,182368.30769249998,11415.418422222223,20629.268565,-11911.667805,5802.362475,0.0,98921.31661333333,0.0
France,1995-01-01,185485.24255249999,11311.869295555556,20840.5181725,-13103.728765,5901.4729325,0.0,99811.20480333333,0.0
